""|"label"|"predicted"|"60"
"2452"|"statement"|"statement"|"During this time, I will with my son to the hawker center upstairs where we were to scope out the stall."
"2453"|"question"|"rhetoric"|"Usually when it's during quiet periods, people in general tend to just chat, shoot the breeze or go outside and smoke - which is fine when it's slow, eh?"
"2454"|"statement"|"statement"|"Alas, my first experience at Din Tai Fung, where they supposedly serve the best xiao long bao in the world!"
"2455"|"statement"|"statement"|"I also can't name all of what we were eating as they were just rather spicy, spice-y things that tasted decent (but how could it not, with that many aromatics) but a spicy chickpea curry had tender legumes and the raita was cool and delicious."
"2456"|"statement"|"statement"|"The only drawback was the ban chans do not have a good variety (5 wasn't impressive when you experienced 11 at other places!)."
"2457"|"statement"|"statement"|"Warning: For those who don't like added oil on your eggs, be sure to specify without;   I see it like pepper - don't put it on people's food unless you ask them first, mention it on the menu, and better yet, rather than serve it with, have it on the table for the customer to do for themselves."
"2458"|"statement"|"statement"|"I had my hopes up when i spotted Ricotta Hotcakes ($14) on the menu, only to have them dashed when i took the first bite."
"2459"|"statement"|"statement"|"But beef was extremely expensive when I looked at the grocery store, so with that in mind this is actually a bargain."
"2460"|"question"|"question"|"A few minutes later...guess what idea he comes back with?"
"2461"|"statement"|"statement"|"And I had split my bill with my roommate, who was also sitting in disbelief that the two of us would consume $120 worth of chili crab."
"2462"|"statement"|"statement"|"For dinner, he wanted Indian food so we thought where else can we go but Little India."
"2463"|"statement"|"statement"|"Just when you look up and think Heyy!!"
"2464"|"statement"|"statement"|"Sour Cream & Onion is another gift as well with powdery and rich sour cream that will sure to please anyone who adores this classic flavour."
"2465"|"statement"|"statement"|"Yes, tea and peanuts are not free, but what's a few dollars when the crab is so exorbitant."
"2466"|"statement"|"statement"|"There's probably like 20 Germans in Raffles Place (and they're all from DB) and 100s of everyone else who doesn't understand what a Malaysian-bird-sounding shop is (that's what I thought an imbiss was until I bothered to google it)."
"2467"|"statement"|"statement"|"Space is a little tight but the hustle and bustle about is actually what adds to the experience."
"2468"|"statement"|"statement"|"At the end of the meal, you are led downstairs to find out what each dish was and it's fun to talk about why you thought something was what it was (or wasn't) with other people you were eating with."
"2469"|"statement"|"statement"|"Insanely and unjustifiably expensive sushi restaurant clearly intended for those who are either on a business expense account or have won big at the tables at the Marina Bay Sands casino."
"2470"|"statement"|"statement"|"Waffles and dessert was what we came for."
"2471"|"statement"|"statement"|"Came here for the first time when my boss decided that it was time for breakfast and was instantly converted into a fan!"
"2472"|"statement"|"statement"|"But I don't think the right term for ventilation is what I just described."
"2473"|"statement"|"statement"|"There are many varieties of porridge available and it does see a steady stream of customer who usually get it to go."
"2474"|"statement"|"statement"|"Cauliflower 3 ways - $13  Another starter we had was great and perhaps suitable for those who want a lighter meal instead."
"2475"|"statement"|"statement"|"Reason being my reluctance at what I assumed was another company jumping on to the Ramen bandwagon."
"2476"|"statement"|"statement"|"I am 99% sure this is what people think when they look at the Bratworks shop and I don't understand why the owners swap out the fries in the damn picture and show some potato slaw or better yet, sauerkraut (hello fermented food movement!!)."
"2477"|"statement"|"statement"|"I'll be back to try the Crab Tsukemen a.k.a dipping noodles (I used to love Menya Musashi's tsukemen in black soup when the quality was still good)."
"2478"|"statement"|"statement"|"So when that server pass by I asked if she's okay."
"2479"|"statement"|"statement"|"Price: with tax a Singapore Sling comes to $36 -- not a huge deal, however what was disappointing was that this was the 1st cocktail I've had in 2 months (due to working in a dry country) and I did not even feel the slightest of anything from my 1 Singapore Sling.."
"2480"|"statement"|"statement"|"We like places where we can bring our laptops and stay for a few hours."
"2481"|"statement"|"statement"|"This is the one where the noodles and the soup come separate."
"2482"|"statement"|"statement"|"Good for days when you want to treat yourself or host guests!"
"2483"|"statement"|"statement"|"I thought my girlfriend and I were under-giving when we each left $10 for our dinner, but I've heard from a number of people who have visited Annalakshmi that this is an appropriate amount to give."
"2484"|"statement"|"statement"|"Before embarking on an art adventure at the Singapore Arts Museum, why don't you stop by the Dome Cafe."
"2485"|"statement"|"statement"|"The cold cuts and seafood are extremely fresh best eaten when paired with something from their extensive cheese cellar."
"2486"|"statement"|"statement"|"The soup was peppery instead of herbal which was what I had previously from a different location in Singapore."
"2487"|"statement"|"statement"|"We were a bit hungry after our 2 appetizers and 2 mains, so that's why I knock a star off."
"2488"|"statement"|"statement"|"Half an hour is too long to wait when all that needs to be cooked is bacon and eggs."
"2489"|"statement"|"statement"|"Yes, it was great that I get to eat Dim Sum at 5am when I was really craving for it, but to get all the way there, and being served with barely-considered-warm porridge, slightly below average dim sum, was seriously a damper."
"2490"|"statement"|"statement"|"yes that is true but it was actually tough when they first served it."
"2491"|"statement"|"statement"|"i only had their fuji sushi set but based on that and what the rest had from the conveyor belt, the quality is definitely there."
"2492"|"statement"|"statement"|"This is a must experience when in Singapore!"
"2493"|"statement"|"statement"|"Me, I knew this was the real deal when upon my being seated, I was immediately presented with a flask of iced water."
"2494"|"statement"|"statement"|"Long ago, when my mother was a little girl, she used to stay at one of the shop houses along Amoy Street."
"2495"|"statement"|"statement"|"Time was not what I had, so I made sure i ordered everything I wanted to try correctly the first time with absolutely no regrets."
"2496"|"statement"|"statement"|"The waitstaff were quick to replace it with a fresh one when I pointed it out to them."
"2497"|"statement"|"statement"|"It's a small, dingy (cosy, if it's not a full house), hole-in-a-wall in Orchard Plaza (above the various KTV lounges and Filipino hostesses), with a very much Japanese chef (who behaves like an extremely culinary-talented dad at home), and his Singaporean 'translator'/co-owner of the place who helps speak to the chef and to get orders."
"2498"|"statement"|"statement"|"Bouillabaisse seems like the perfect option and that was what I opted for."
"2499"|"statement"|"statement"|"Maybe I did not enjoy the subtleness of the 10 well-presented courses enough but honestly I was expecting to be wowed but in the end I came away with 3000 reasons why I could have eaten elsewhere for 5* food but much much better value."
"2500"|"statement"|"statement"|"We happened to be looking around for dinner at Plaza Singapura when we stumbled upon their Steamboat Buffet!"
"2501"|"statement"|"statement"|"2-3 staff took notes when we checked about the order status but nobody made any action on it."
"2502"|"statement"|"statement"|"Which is why Absinthe is great, because despite its lack of publicity and even a change of location, it has been doing good since i last wrote about it 2 years ago (read about it here)."
"2503"|"statement"|"statement"|"The menu changes everyday so check their website to see what they have for that day."
"2504"|"statement"|"statement"|"I asked our server what flavor this black colored macaron was, and he confirmed my suspicion."
"2505"|"statement"|"statement"|"I was disappointed by the 10 Oz of New York Strip Steak ($36.90) as well as the 10 Oz Slow Roasted and Seared Prime Rib ($37.90) as the texture were either too sinewy or too rare when we ordered the Medium Rare."
"2506"|"statement"|"statement"|"your recommendations dont suit me "
"2507"|"statement"|"statement"|"It's always a happy day when the market closes lower for the day (if you're not a trader) because Overeasy has a slider promotion where you can get these lovely mini burgers at  $1 each."
"2508"|"question"|"question"|"if i speak nicely to you, will you provide me with better recommendations? "
"2509"|"statement"|"statement"|"The place have only few tables where you can share a table with others if available."
"2510"|"statement"|"statement"|"Crispy Roasted Pork Belly $15++ *highly recommended* My friends who never tried this before were crazy over this dish."
"2511"|"statement"|"statement"|"The local audience being business people having meetings they do not care that much about what they are drinking - this isn't Tiong Bahru..."
"2512"|"statement"|"statement"|"The light hearted atmosphere made it very pleasant indeed, and it was clear why there'd be so many patrons sitting around and chatting after they had long finished their lunch."
"2513"|"statement"|"statement"|"Oh well...   First time here and not knowing what to order, my friend and I opted for the set lunch for 2 for $40."
"2514"|"statement"|"statement"|"Depending on my mood, i would go for Ten Cha Soba set ($12) when i want something lighter."
"2515"|"statement"|"statement"|"Mine were premade as they were not busy when I stopped by so they already had some waiting but they did taste very fresh."
"2516"|"statement"|"statement"|"And Ye Yint Cafe is a place where many gather."
"2517"|"statement"|"statement"|"The yam flavour from the Yam Milk Shake was very distinctive and a mixture with the yam ice-cream is a very fulfilling experience especially for people who like yam (like X and me)."
"2518"|"statement"|"statement"|"I guess this place will be great for people who are into authentic beer (which are always bitter)."
"2519"|"statement"|"statement"|"Its like $5+ SGD for 3 of them, which is a little pricey, even when translating to $USD but if you're here on vacation, might as well splurge a little lol."
"2520"|"statement"|"statement"|"We only found out when the bill came & we saw the prices."
"2521"|"statement"|"statement"|"I did not know this when looking for the place so it took me a while to find it."
"2522"|"statement"|"statement"|"I mean look, I am an Asian and brought up in a Chinese family where RICE is a staple."
"2523"|"statement"|"statement"|"If you don't know what to eat, sit down and share a table with the locals, they'll tell you what's good!"
"2524"|"statement"|"statement"|"His eyes lid up when we talked about wine and Spain."
"2525"|"statement"|"statement"|"Loving the way how this dish is prepared in the aluminum pack and slit open in front of us when being served on our table."
"2526"|"statement"|"statement"|"Entertained our very active little toddler who was getting restless during our lunch."
"2527"|"statement"|"statement"|"If youve been to lucha loco then you know what youre getting yourself into."
"2528"|"statement"|"statement"|"Our small setback is that we have to wait for quite sometime to be let up, i don't really get how they priortise who they will let up in the lift first, the longest we waited was about 30 mins just to get into the lift."
"2529"|"statement"|"statement"|"Definitely a dish I would order when I next return."
"2530"|"statement"|"statement"|"If you know what to expect, this is a good place to pop by for quick cheap eats."
"2531"|"statement"|"statement"|"I forgot what I ate due to food coma..."
"2532"|"question"|"question"|"It had more lettuce/greens than what I've had around Seattle but I liked it instead of the usual/authentic(?)"
"2533"|"statement"|"statement"|"2 - Waitress (different staff) tried to take a plate away when there was clearly food still on it."
"2534"|"statement"|"statement"|"Just tell Louis what you feel like drinking and he'll cook something up for you."
"2535"|"statement"|"statement"|"Aloo Gobi - I was slightly disappointed when I saw their it was quite dry with no sauce."
"2536"|"statement"|"statement"|"Service was great as we were served by Kirby who recommended everything."
"2537"|"statement"|"statement"|"I live down the street from here, so I cant believe this place has been open for over a month and i didn't notice... Until yesterday, when i happened to walk down this way after coming back from town."
"2538"|"statement"|"statement"|"Feel the labour crunch when I heard they r no longer offering own-cooked barley drink."
"2539"|"statement"|"statement"|"I know this place is probably better known for their chicken, butI come here about once a month when I'm craving some spicy Bawal Penyet."
"2540"|"statement"|"statement"|"We were understanding about the long wait until he gave our table to a group of Caucasians who walked in a good 45 minutes after us!!"
"2541"|"statement"|"statement"|"I'm most likely to go when I'm meeting someone and they want a sweet drink or we need a comfy couch chair to catchup over."
"2542"|"statement"|"statement"|"This is their signature dish and when you try it, you understand why!!!"
"2543"|"statement"|"statement"|"An old lady who is in-charge of setting the chopsticks, spoon and sauce will be the first once you've set down, always smiling."
"2544"|"statement"|"statement"|"Service here was touch and go, and this is coming from someone who isn't normally picky with service, just food."
"2545"|"question"|"question"|"My friends had other things like chicken and what not but then again who orders chicken at a fish restaurant?"
"2546"|"statement"|"statement"|"The lights used are mainly spot lights at the area where the long tables are, thus it may also get a little warm."
"2547"|"statement"|"statement"|"Then, you would be able to dine on the exquisite seasonal French omakase that also changes daily, depending on what is fresh."
"2548"|"statement"|"statement"|"next time when i go there again and if i manage to either solve the rubix cube or fold a paper crane then I'll update this review."
"2549"|"statement"|"statement"|"But when I came again recently after Sunday brunch, I found that their service is consistently good and the beers are cheap for Singapore standards (S$ 5 for a half pint their house brews)."
"2550"|"question"|"question"|"You occupy one location as a kopi tiam for 75 years, hand down recipes, grill grease and oven char generation after generation, basically watch Keong Saik go from a dirty road of prostitution to Singapore's new it street while still continuing to pump out fast, cheap and flavorful dishes and some of the best kopi and kaya I've ever had, and then you get forced to up and move to a new spot and are expected to pick up right where you left off?"
"2551"|"statement"|"statement"|"I have to politely disagree with what most Yelpers have said about Oriole."
"2552"|"statement"|"statement"|"Smells Like Gin Spirit: I was hoping for a nice refreshing cocktail and that's exactly what I got."
"2553"|"statement"|"statement"|"Service was incredible, with the chef explaining what he was serving with its Japanese names (and English names upon request)."
"2554"|"statement"|"statement"|"However, when I tasted it, it is so hard and not crispy at all."
"2555"|"statement"|"statement"|"Ssikkek literally gives you the equivalent of what you could do at home for the same price."
"2556"|"statement"|"statement"|"Not sure why I would ever go back, if not for those yummy lime mint mocktails."
"2557"|"statement"|"statement"|"We only drank when we visited but the food looked and smelled delicious."
"2558"|"statement"|"statement"|"It really baffles me when the standard drops so much."
"2559"|"statement"|"statement"|"SUM: With so many nice caf?s in TP, this one isn't necessarily worth a visit unless a French ambiance is what you're seeking."
"2560"|"statement"|"statement"|"Jumbo is still my go-to restaurant for friends and family who are first-time visitors looking to try chili crab."
"2561"|"statement"|"statement"|"I knicked a slice or two of pork cheeks from my friends, who ordered the 'Choice Pork Ramen'."
"2562"|"statement"|"statement"|"But that's exactly where you'll find Esquina Tapas Bar."
"2563"|"question"|"question"|"Poor service (do I really need to repeatedly ask for water refills when the restaurant is half empty?)"
"2564"|"statement"|"statement"|"First up, when we first arrived, they did not have our reservation."
"2565"|"statement"|"statement"|"That might be what made it for me."
"2566"|"statement"|"statement"|"There's even a cobbler who has on more than one occasion helped me patched up my shoes."
"2567"|"statement"|"statement"|"In my opinion, this is where they're better than Founder's."
"2568"|"statement"|"statement"|"They've got a cute customer loyalty programme where you get a name card describing you as their assistant manager."
"2569"|"statement"|"statement"|"Although I have to confess when I first heard the name, I had honestly thought it was a new name of a bag brand or something."
"2570"|"question"|"question"|"it took me awhile to get a menu and then once i ordered a drink it took me 35 minutes to get our drinks (after i walked to the back and said where is my beer)?"
"2571"|"statement"|"statement"|"Though note that half the space is set up almost as if catered for the lone customer who wants to get some reading and work done, which is great."
"2572"|"statement"|"statement"|"The Cabernet Sauvignon was good for what it cost ($40)."
"2573"|"statement"|"statement"|"I was stumbling around looking for a food center near my hotel and all I could see where expensive touristy restaurants with American or overpriced Singaporean food."
"2574"|"statement"|"statement"|"That is exactly what happened at Bedrock."
"2575"|"statement"|"statement"|"We were there with our goggle map showing us that we were at the right spot, but looking around, we saw signboards of others except for this one and when we went closer for a look, we saw the signboard in small blackboard on a chair."
"2576"|"statement"|"statement"|"There was no English menu and I have no idea what anything is so I did what a desperate tourist did: point at what everyone else is eating."
"2577"|"statement"|"statement"|"One of the better Dim Sum places around Singapore, although it's not the best however it's pretty good and what makes it stand out is some of the more unique dishes that they offer."
"2578"|"statement"|"statement"|"The atmosphere in the restaurant is great for conversation, as it's hard to hear what your neighbour is chatting (kaypoh - busybody), so you won't have to worry about anyone eavesdropping."
"2579"|"statement"|"statement"|"Two of us have never touched alcohol before, so we asked one who had and she confirmed that the taste was exactly the same as a genuine champagne."
"2580"|"statement"|"statement"|"Indeed, this is one of the reasons (and probably the main reason) why I tend to frequent Humpback and other restaurants in the area more often than Neon Pigeon."
"2581"|"statement"|"statement"|"Food:  Okay, so I'm probably a newbie compared to everyone in Singapore when it comes to Indian food, but honestly this has to be one of my favorite Indian restaurants in Singapore."
"2582"|"statement"|"statement"|"Everything was terribly disappointing and nothing like what I remembered having before."
"2583"|"statement"|"statement"|"I was still surprised when I came upon a Costa Rican hawker stall."
"2584"|"statement"|"statement"|"Even when the soup is too peppery for me, I had my soup refilled once."
"2585"|"statement"|"statement"|"Their baguette's the best I've had so far in Singapore - easily a five star rating, but what brought it down is the below average crowd control (which can easily be explained by the craze caused by word-of-mouth and being in the Straits Times!)."
"2586"|"statement"|"statement"|"The Verdict:  With so many other similar restaurants, it's hard to put into words what makes this one stand out."
"2587"|"statement"|"statement"|"The seafood itself was fresh - I liked the uni and what looked and tasted like hokkigai - but it was let down by the rice and overly mild soy sauces brushed on."
"2588"|"statement"|"statement"|"Quality still as good as ever, but the portion sizes have shrunk so much it's almost funny - when I saw the size of the puo luo bao after 2 years overseas, I had a double take."
"2589"|"statement"|"statement"|"Could not taste the mayo in it, but the patty was surprisingly good, even when it was minced very finely."
"2590"|"statement"|"statement"|"The outlet was known for its Crab stock ramen which did not sit well with Singaporeans who assoicated it with the local prawn noodle soup."
"2591"|"statement"|"statement"|"Then had a shooter that was incredible but don't know what it was."
"2592"|"statement"|"statement"|"When I asked them what time they closed, they were like 1-2am, or even 4am on weekends."
"2593"|"statement"|"statement"|"Servers came over to check on our needs pretty fast and they are understanding especially when we took awhile before coming to a conclusion on what to get - all american breakfast and toast set."
"2594"|"statement"|"statement"|"It's still a good meeting spot if you're in this area, though, but these days I would rather go to Brotzeit right across where I know I can get beer and okay stuff overall, than pay similar prices at Oriole, whose USP should be the coffee, but it isn't anymore."
"2595"|"statement"|"statement"|"I try to go in the afternoon when I can on a weekday."
"2596"|"statement"|"statement"|"I finally know why there is always a long line at the Marina Square link outlet and probably at other outlets too."
"2597"|"statement"|"statement"|"I had no idea what I ate exactly bc I was so drunk, but we ordered a combination of different dishes ranging from chicken curry to mutton briyani to mee goreng to prata."
"2598"|"statement"|"statement"|"Not a good value, by any means, and the XLB's where just about the same compared to the Arcadia location."
"2599"|"statement"|"statement"|"So then she goes on to say there isn't a manager on duty, and that she can relay our concerns when he comes back.... tomorrow."
"2600"|"statement"|"statement"|"2) Took a long time for coffee to arrive - This is where I know things go wrong 3) Ordered Avocado & Feta Smash - It was a slice of generic sourdough with a swipe of Avocado with a sprinkle of feta and some old mint leaves - they forgot my side order of a poached egg."
"2601"|"statement"|"statement"|"You can probably get just as good if not better food at an outdoor hawker centre, and the price would be more reasonable, but to do that you'd have to be a true local/insider to know where to go and what to order."
"2602"|"statement"|"statement"|"There are plenty of non sushi dishes too, if you have friends in the group who do not eat sushi."
"2603"|"statement"|"statement"|"The choice of single origin beans is a nice touch - when I visited, beans from Costa Rica and El Salvador were being served."
"2604"|"statement"|"statement"|"It might change every day because when I look at the Yelp photos, it appears to be different in each one."
"2605"|"statement"|"statement"|"I also ordered a chocolate ice cream, which they forgot to serve us, then when I mentioned this and asked for it in a take away container as we were leaving, they instead refunded me the $4."
"2606"|"statement"|"statement"|"But, do pay close attention to them when they are telling you which cats they have there is friendlier, and which are less ;) I managed to see 7 of them during my visit, you gotta look all over the places to spot all of them!"
"2607"|"statement"|"statement"|"Just don't expect too much when it comes to drinks and you'll be set."
"2608"|"statement"|"statement"|"There is a saying You get what you pay for."
"2609"|"statement"|"statement"|"The serving size can be small depending on what you order, maybe next time we get a pasta dish instead of meat and that would fill us up."
"2610"|"question"|"question"|"Maybe to avoid grumpy staff scolding you when they're busy, come for supper when it's less crowded?"
"2611"|"statement"|"statement"|"Go try it when you are in town!"
"2612"|"statement"|"statement"|"You can see what feels like the whole of Singapore."
"2613"|"statement"|"statement"|"Hazelnut Latte I  was quite stunned when I saw how big this cup was."
"2614"|"statement"|"statement"|"Without jumping in the kitchen, I'd say go have the big breakfast at Food For Thought to see what I mean by a good, even scramble."
"2615"|"statement"|"statement"|"they will deliver to your table even though it says self-service, i guess only when they arent busy."
"2616"|"statement"|"statement"|"For days when I am missing hummus and falafel, I would get the falafel wrap from Shiraz Mazzeh."
"2617"|"statement"|"statement"|"And this is not where the praise stops: the cocktail, recommended by the bartender, was simply amazing!"
"2618"|"statement"|"statement"|"One of the places I'll frequent when I'm craving one of the two."
"2619"|"statement"|"statement"|"Lawry's The Prime Rib, what more can be said about it."
"2620"|"statement"|"statement"|"The pulled pork and brisket were both tender and smokey and when added with the bbq sauce had great flavor."
"2621"|"statement"|"statement"|"It's my comfort when I'm ill or having no appetite for whatever reason."
"2622"|"statement"|"statement"|"Although they look like prawns or shrimp, they're shells are very similar to sea mantis where you'll need a pair of scissors to cut the underbelly to get the meat out."
"2623"|"rhetoric"|"question"|"And then when we were paying cash and sorting it out, he was like don't you think it'd be easier to put on your card?"
"2624"|"statement"|"statement"|"I've heard bad things from people who have gone for lunch and if your experience of Pollen involves slumming it with the tourists on the upper deck of the restaurant on the frankly, hideous garden furniture, then perhaps there is no chance of redemption."
"2625"|"statement"|"statement"|"You wouldn't want to come here, but it is very convenient when you are already in the building."
"2626"|"statement"|"statement"|"It got even better when our spoons hit the bottom of the pot, where burnt rice, or what we call guo ba (??), was clinging to the sides, just waiting to be scraped off."
"2627"|"rhetoric"|"question"|"That was when i called in... May?"
"2628"|"statement"|"statement"|"Here's the list of what we ate throughout the 4-hour dinner last night: -    Small Plate  Sweetbreads - with cabbage, granola and saltbush ($10)  Tripe (fried) - with tongarashi, Szechuan and caponata puree ($15) Chef's selection of charcuterie ($28) Crab - with uni, apple and asparagus ($25) Corn (roasted) - with spiced cheese, manchego and chives ($9) Kale (roasted) - with homemade cheese and nuts ($10) Burrata - with pickled tomato, basil oil and pine nuts ($12)  Cauliflower -with burnt butter tahini, piccalilli and dandelion ($10)  Main OP ribs - 1.2 kg of ribeye ($198) Iberico pork collar - with apple, nuts and mustard ($42) Roast chicken (half) - with beer sauce, house rub and black garlic ($22)  Dessert Chocolate salami - with salted caramel and chocolate meringue ($16) Figs - with yogurt ice-cream, nasturtium and Pedro ximenez sherry ($14) Popcorn - with corn and raspberry textures ($10) Chocolate tart - specials."
"2629"|"statement"|"statement"|"Note: feel free to dress casually, but make sure what you're wearing is respectful."
"2630"|"question"|"question"|"chicken rice or chicken wings? "
"2631"|"statement"|"statement"|"Nobody wants to be coated with Eau De Foodcourt after lunch time, if you know what I mean."
"2632"|"statement"|"statement"|"As the name suggest, the star at this small eatery is none other than the humble wan ton noodles, where a decent plate will cost you at most $3 in any hawker center in Singapore."
"2633"|"statement"|"statement"|"Not to mention, you'll be eating out on the streets where bugs actually feast on you as you feast on."
"2634"|"statement"|"statement"|"I don't get why but Korean food is darn EXPENSIVE in Singapore."
"2635"|"statement"|"statement"|"One thing to note here, there's a Happy Hour promo from 5-8pm where beers on tap are $5 and all cocktails are $8."
"2636"|"statement"|"statement"|"Both good, and pretty close to what you can get in Georgia."
"2637"|"statement"|"statement"|"Right next to Robinsons there's the flamboyant M.A.C where I've seen one of the most helpful salesgirls."
"2638"|"statement"|"statement"|"I think expectation of what you're ordering definitely affects your satisfaction and they can make things clearer but the food is good."
"2639"|"question"|"question"|"I'd gone to Hong Leong building with the Girlfriend to catch a friend at a cheongsam shop, and while she was chatting, I figured I would look around for a place to park my bum - who knows how long girls chat for?"
"2640"|"statement"|"statement"|"After hearing such wonderful reviews about the Peking duck served here, I was deeply disappointed by what I had today."
"2641"|"statement"|"statement"|"Unfortunately, it's fast food that tries to be fresh but isn't really--don't get me wrong, it's not that the lettuce is wilting, but when you know that the char marks aren't real and the guacamole tastes like avocado juice from the Indonesian stall there isn't much that brings me back."
"2642"|"statement"|"statement"|"It's quite pricey but it is singapore so what do u expect."
"2643"|"statement"|"statement"|"All in all the food was decent but I think Monniker is a bit more style than substance, if you get what I mean."
"2644"|"statement"|"statement"|"I tried this place when I was in Little India because I heard they had clearly marked vegan options on their menu (and they do)."
"2645"|"statement"|"statement"|"But you will be happily slurping away when you get your ramen."
"2646"|"statement"|"statement"|"He only stopped talking when he was collecting money."
"2647"|"rhetoric"|"question"|"isnt it lonely out there? "
"2648"|"statement"|"statement"|"Customer convenience was not a consideration when they designed how to get into the store or to get around once you do get in."
"2649"|"statement"|"statement"|"They will only give you a table when most of the people in your party has arrived."
"2650"|"statement"|"statement"|"The Raffles Grill is an elegant fine dining room, while the Writers Bar continues to pay tribute to the novelists and travel writers who have become part of the Raffles Hotel legend."
"2651"|"statement"|"statement"|"It  was exactly what I wanted."
"2652"|"statement"|"statement"|"But best of all, the staff, who was incredibly nice all night, helped me find my credit card, which I had dropped on the street near the restaurant after leaving."
"2653"|"statement"|"statement"|"Back in the older days when I was little, I recalled the shophouse being packed to the brim on Sun though it wasn't exactly in the most hygienic conditions."
"2654"|"statement"|"statement"|"We visited the AEIOU cafe on our last day of holiday in Singapore when I was still recovering from flu."
"2655"|"statement"|"statement"|"I remember asking everyone about what I should eat or buy when I was in Singapore."
"2656"|"statement"|"statement"|"Right way to end my late meal :)  Mango selaseh was quite good to especially when eating mee Bandung (Perspired a lot)."
"2657"|"statement"|"statement"|"What I noticed later about most food courts including this one is that there are sinks where you can wash your hands before and after you eat."
"2658"|"statement"|"statement"|"From what I have heard, the full-on buffet is not a regular happening, but on this day, there was a celebration in town (we went at the end of May), which was the partial reason for the buffet."
"2659"|"question"|"question"|"awesome ramen + unlimited water + perfect view overlooking clarke quayside.. what more can you ask for ?"
"2660"|"statement"|"statement"|"Like one of the reviewers below I would caution to watch what they're charging you for to avoid any surprise charges on your bill."
"2661"|"statement"|"statement"|"The normal loin in the katsudon was tough in comparison and hard to bite through, for those who prefer their meat to have more texture, the regular would be fine."
"2662"|"statement"|"statement"|"Drinks with selfies on the surface of your drink, what a concept."
"2663"|"question"|"rhetoric"|"Of all the delicious hawker centers + countless restaurants in Chinatown, why eat in a basement mall?"
"2664"|"statement"|"statement"|"It was .. different..  Not bad, but not what I normally expect of seared foie gras dish."
"2665"|"statement"|"statement"|"I walked here from where I stayed at in Clarke Quay."
"2666"|"statement"|"statement"|"I'm so tired of going to restaurants when the server has no idea what's going on, takes 10 minutes to bring in an associate to explain, and this associate has no idea that I can spot bull all the way to KL."
"2667"|"statement"|"statement"|"Porridge ends up being lukewarm when served with a raw egg."
"2668"|"statement"|"statement"|"He is proud of his crabs and you'd better order crabs when you're there."
"2669"|"statement"|"statement"|"An excellent bakery where everything is freshly made."
"2670"|"statement"|"statement"|"The small is suppose to be $6 but when I saw the bill, the gentlemen charged us $8, SOOOOO I assume that he gave us the medium-sized Murtabak."
"2671"|"statement"|"statement"|"My gut feel that it's a Taiwanese Restaurant was proven correct when I asked my gf for confirmation."
"2672"|"statement"|"statement"|"It was less than $9 for the chicken katsu curry when I had it."
"2673"|"statement"|"statement"|"This is one of those places where you get a card at the door to rack up your bills in, and then pay upon exit."
"2674"|"statement"|"statement"|"It was filled with young expats, mostly from the UK from what I could tell from their accents."
"2675"|"statement"|"statement"|"Funny bc I'm currently the Duchess as I write this post, and the reason why I checked three times was because I purchased three Groupon vouchers."
"2676"|"statement"|"statement"|"This really soured the experience for me and this is why I left a bit early."
"2677"|"statement"|"statement"|"So, when a collegue read that Jar'd by Sarnies opened up, I was all for it."
"2678"|"statement"|"statement"|"Despite the busy lunch hour, we were seated and served super efficiently, to the point where the staff's enthusiasm and effectiveness was maniacally scary."
"2679"|"statement"|"statement"|"So when I heard about this place I made a beeline for it and headed down the same day."
"2680"|"statement"|"statement"|"It broken down into at least five different eating stations:  There's the 1) Indian Station where you'll have about three or 2 kinds of naan (plain naan and garlic naan), saffron Basmati rice, plenty of curry dishes from fish, chicken and lamb curry."
"2681"|"statement"|"statement"|"As for the chicken sauce.. from BBQ to teriyaki.. to be honest, it tastes the same to me as both sauces are quite sweet.. other than that, it's quite affordable and what you pay for is what you get for the quality of the food."
"2682"|"statement"|"statement"|"Service here is pretty fast, and you pay on the spot when food is served."
"2683"|"statement"|"statement"|"Must definitely try the Tian Tian Chicken  Rice is you are in the area,  or when visiting Singapore."
"2684"|"statement"|"statement"|"Fried rice dishes come in greater quantity than what one person can eat, especially if they've had some soup or starter prior to that."
"2685"|"statement"|"statement"|"The prove of crispy, blistered skin is ascertained before we put the warm roll into our mouths as crackling sounds are heard when the servers sliced through the duck."
"2686"|"rhetoric"|"question"|"you think you smart is it? "
"2687"|"statement"|"statement"|"Turns out, the host who seated us was very rude, almost as if he was uninterested in our patronage."
"2688"|"statement"|"statement"|"One tip for those who wish to patronize Suanthai - make sure you call to make a reservation because it does get especially crowded during mealtimes."
"2689"|"statement"|"statement"|"Love it when someone enjoys what they're doing and interfacing with the customers."
"2690"|"statement"|"statement"|"You can't go wrong when a Korean group reserved 2 tables in a Korean restaurant."
"2691"|"statement"|"statement"|"This is where you go for beer and huge portions--I've been told that their burgers and steaks are good, but I'm usually there for the finger food, having been scared off by a Cobb salad so large that two people (neither of whom shy grazers) could comfortably eat."
"2692"|"statement"|"statement"|"Just the same type of hot pot you can get anywhere in Singapore or just go at a time when there are not too many people."
"2693"|"statement"|"statement"|"I ordered a medium serving which when it came, looks plain boring."
"2694"|"statement"|"statement"|"We were waiting on 2 friends who were at Bugis + which is about a 5 minute walk away from this place."
"2695"|"statement"|"statement"|"It was authentic and very similar to the ramen I had when I was in Japan and the paper thin black pig pork belly slices simply melts in my mouth."
